doc_id,text,concept_id,concept_name,concept_prompt,score,rationale,highlight,concept_seed
6,"I became vegetarian in college, which definitely changed my pizza experience.\nGrowing up, I was all about meat lovers' pizzas - pepperoni, sausage, the works.\nSuddenly having to navigate vegetarian options made me more creative and actually expanded my pizza horizons.\nI discovered how good vegetables can be as toppings when they're done right.\nPortland's got amazing vegetarian pizza - places like Apizza Scholls do incredible things with seasonal vegetables.\nBeing vegetarian forced me to move beyond basic cheese pizza and try combinations I never would have considered before.\nI love Portland-style pizza - slightly thicker than New York but not deep dish, with really high-quality toppings.\nMy ideal slice has house-made sauce that's not too sweet, fresh mozzarella, and seasonal vegetables.\nThe vegetables should be properly roasted, not just thrown on raw.\nGood olive oil, maybe some pine nuts or arugula.\nThe crust should be chewy with nice char spots.\nPortland does this style perfectly - it's like elevated comfort food without being pretentious.\nPizza is social food for me - splitting pies with friends at breweries or ordering in for movie nights.\nPortland has tons of places that pair pizza with local beer, which is perfect for weekend hangouts.\nI usually eat pizza in groups rather than solo.\nIt's also my go-to for first dates - casual enough to be relaxed but there are always good vegetarian options.\nPizza and beer on a patio is peak Portland dining for me.\nI'm definitely a hands person though.\nPart of pizza's appeal is that it's handheld food you can eat while talking or walking around.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly describes pizza as a social food enjoyed in gatherings with friends and during casual outings, indicating its role in social settings.",Pizza is social food for me - splitting pies with friends at breweries or ordering in for movie nights.,
7,"Pizza's never been a big deal for me, honestly.\nWe didn't have much access to it growing up out here.\nI don't really get why people are so passionate about it.\nI'd rather have a good barbecue sandwich or my wife's cooking any day.\nMy tastes have stayed pretty much the same - simple toppings, nothing too fancy.\nI eat it maybe once a month when the grandkids visit and want pizza.\nI like it basic - regular crust, not too thick, tomato sauce, cheese, and pepperoni.\nDon't need fancy cheeses or weird toppings.\nPizza Hut does fine for what it is.\nThe crust should taste like bread, sauce should taste like tomatoes, cheese should be melted.\nI don't understand these paper-thin crusts or putting pineapple on pizza.\nKeep it simple and recognizable.\nPizza happens when the grandkids visit, mostly.\nIt's more about making them happy than me craving pizza.\nOccasionally my wife and I might get a frozen pizza for an easy dinner, but that's maybe once every couple months.\nPizza isn't really part of our regular routine out here.\nBoxes are fine, whatever keeps the pizza warm.\nI eat it with my hands because that's normal.\nPizza's supposed to be simple food that doesn't require thinking about it too much.\nThe biggest barrier is just distance.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text indicates that pizza is primarily consumed when the grandkids visit, highlighting its role in social gatherings rather than as a personal preference.","Pizza happens when the grandkids visit, mostly.",
8,"Moving to Phoenix from Detroit was my pizza wake-up call, but not in a good way.\nDetroit has incredible square pizza with crispy, cheesy edges and that sweet sauce - Buddy's, Loui's, all these legendary spots.\nPhoenix pizza scene is honestly pretty disappointing.\nEverything's either chains or trying too hard to be California-style.\nI've been here five years and still haven't found a decent replacement for Detroit-style.\nIt made me realize how spoiled I was back home and how much regional pizza culture matters.\nI'm all about Detroit-style square pizza.\nThick, airy crust that's crispy on the bottom, sauce on top, and Wisconsin brick cheese that caramelizes around the edges - those crispy cheese edges are everything.\nThe crust should be almost focaccia-like but not too dense.\nSweet sauce with a little tang, applied after cooking.\nPepperoni that cups and gets crispy.\nThe whole thing should be substantial but not heavy.\nDetroit perfected pizza and everywhere else is just trying to catch up.\nPizza is weekend comfort food and Lions game fuel.\nBack in Detroit, Sunday football meant pizza from Buddy's or Jets.\nHere in Phoenix, I usually order from chains or make Detroit-style at home using a Lloyd's pan I ordered online.\nIt's social food - having people over for games or casual dinners.\nI've tried introducing friends here to Detroit-style by making it myself, with mixed success.\nFor Detroit-style, you need those blue steel pans - the boxes don't matter as much.\nThe pan is part of the cooking process and presentation.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly discusses pizza as a social food, particularly in the context of gatherings for games and casual dinners.",It's social food - having people over for games or casual dinners.,
9,"I've been eating pizza in Philly since the 1960s when it was mainly Italian neighborhoods making it.\nBack then, pizza was simpler - tomato pie from Villa di Roma or basic slices from corner spots.\nI wouldn't say my taste changed dramatically, but I've watched the city's pizza scene evolve.\nNow there's all these fancy places with $25 pies, which seems crazy to me.\nI still prefer the old-school spots that have been around forever.\nPizza used to be cheap food for working people, now it's gotten all gourmet.\nI like traditional tomato pie - thick Sicilian crust, sweet sauce, light cheese or sometimes no cheese at all.\nThe crust should be substantial and slightly sweet, sauce should be the star with good tomato flavor.\nWhen I do want cheese pizza, just regular mozzarella, nothing fancy.\nI don't need all these exotic toppings or multiple cheese blends.\nPizza is an occasional treat, maybe once or twice a month.\nSometimes I'll grab a slice when I'm in South Philly visiting the old neighborhood.\nIf my son visits with the grandkids, we might order pizza for dinner.\nIt's become less frequent as I've gotten older - doesn't sit as well as it used to.\nWhen I do eat it, I prefer sitting down at the actual pizzeria rather than delivery.\nI remember when pizza came wrapped in paper, not boxes.\nBoxes are fine but seem wasteful for just a slice or two.\nI always eat pizza with my hands - that's how I learned and how it should be done.\nThe main barrier now is that many of my old favorite places have closed or changed ownership.\nThe neighborhood spots that made real tomato pie are disappearing.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text mentions ordering pizza for dinner when family visits, indicating its role in social gatherings.","If my son visits with the grandkids, we might order pizza for dinner.",
10,"Getting diagnosed with celiac disease three years ago completely changed my pizza relationship.\nI used to be a pizza fiend - probably ate it 3-4 times a week in college.\nSuddenly I couldn't touch regular pizza without getting sick.\nThe first year was rough because gluten-free pizza was mostly terrible.\nDenver's food scene has really stepped up with dedicated gluten-free places like Blackjack and Pizza Republica.\nNow I actually enjoy pizza again, though it's more expensive and I have to plan ahead.\nGood gluten-free crust is everything - it should actually taste like pizza, not cardboard.\nI like cauliflower or almond flour crusts that have some structure and flavor.\nThe sauce and cheese become more important when the crust is different, so I want really good tomato sauce and fresh mozzarella.\nMy go-to is margherita or pepperoni with hot honey.\nPizza requires more planning now.\nI can't just grab a random slice anymore - I need to research places, call ahead, or go to dedicated gluten-free spots.\nIt's usually weekend social food when I can coordinate with friends who are understanding about dietary restrictions.\nI do more pizza at home now using GF crusts from Whole Foods.\nI'm very focused on avoiding cross-contamination, so I prefer places that use separate prep areas and clean boxes.\nSome regular pizzerias aren't careful about using the same surfaces.\nI still eat with my hands - gluten-free pizza might be different but the eating experience should stay the same.\nGood GF crust holds up just fine without utensils.\nThe biggest barriers are cost and availability.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text discusses how pizza is typically enjoyed during social gatherings with friends, indicating its role as a social food.",It's usually weekend social food when I can coordinate with friends who are understanding about dietary restrictions.,
11,"I grew up eating Pizza Hut and Domino's and thought that was just what pizza was.\nThen I moved to Houston for work and discovered the incredible diversity here.\nHouston's food scene taught me that pizza is this amazing canvas for different cultures.\nNow I seek out unusual fusion places rather than traditional Italian spots.\nI love Houston's fusion approach - maybe tandoori chicken pizza with cilantro and red onions, or Korean BBQ pizza with kimchi.\nThe crust can vary but I like medium thickness that supports creative toppings.\nSauce doesn't have to be traditional tomato - sometimes curry base or BBQ sauce works better.\nCheese blends that complement the flavors.\nHouston does this fearless mixing of cuisines that keeps pizza interesting.\nTraditional Italian is fine, but fusion is more exciting.\nPizza is date night or trying new restaurants food.\nHouston has so many unique spots that pizza becomes an adventure rather than routine.\nMy wife and I will pick a neighborhood and try the local pizza place to get a feel for the area's culture.\nIt's social exploration food.\nWe probably eat pizza twice a month, always trying somewhere new rather than having regular spots.\nBoxes don't matter much to me, but I'm fascinated by how different cultures present pizza.\nSome Vietnamese places serve it with fresh herbs on the side, Korean spots might include pickled vegetables.\nI adapt my eating style to the pizza - hands for most things, but some loaded fusion pizzas need forks.\nDifferent cuisines have different rules.\nThe only barrier is decision paralysis - Houston has too many interesting pizza options.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly describes pizza as a social exploration food that is enjoyed during date nights and while trying new restaurants, indicating its role in social settings.",Pizza is date night or trying new restaurants food.,
12,"I haven't had enough different pizza to have some big taste evolution.\nWe've got Casey's, Pizza Hut, and Little Caesars in our nearest town, plus frozen pizza from the grocery store.\nI like what I've tried, but I don't really have a basis for comparison.\nMy friends who went to college in bigger cities talk about all these amazing pizza places.\nI guess my ideal is just good basic pizza - hand-tossed crust that's not too thick, decent sauce, plenty of cheese, and pepperoni or sausage.\nCasey's actually makes pretty solid pizza for a gas station.\nThe crust should be crispy on the bottom but not burnt, sauce shouldn't be too sweet, and I want enough cheese that it stretches when you pull a slice.\nNothing too complicated since I haven't tried most of the fancy stuff people talk about.\nPizza is social food for my friend group.\nWe'll get Casey's pizza and hang out on weekends, or grab Little Caesars after school activities.\nIt's cheap and easy when a bunch of us want to eat together.\nSometimes we'll get frozen pizza for movie nights at someone's house.\nIt's not fancy but it works for our budget and lifestyle out here.\nBoxes are fine, though Casey's sometimes just wraps slices in paper which is kind of old-school.\nI eat with my hands like everyone else.\nNever seen anyone use a fork for pizza unless they're being weird about it.\nThe main barrier is just limited options.\nWe don't have delivery out where I live, so someone has to drive to town to get pizza.\nCost isn't too bad since we stick to cheaper places, but gas money adds up when you're driving 20 minutes each way.\nI'd like to try some of these fancy pizza styles people talk about, but that would mean a road trip to a bigger city.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly describes pizza as a food that is enjoyed during social gatherings with friends, indicating its role in social settings.",Pizza is social food for my friend group.,
13,"Pizza's been pretty consistent in my life.\nWe had Pizza Hut growing up, now we have a local place called Tony's that's been in town for 30 years.\nI prefer what I'm used to.\nTony's makes a good, honest pizza that fills you up and doesn't cost a fortune.\nI don't need pizza to be fancy or artisanal - just tasty and affordable.\nGood pizza is good pizza, whether it's 1985 or 2024.\nI like a good thick crust with some chew to it, plenty of sauce and cheese, pepperoni and maybe mushrooms.\nThe crust should be substantial enough to hold the toppings without getting soggy.\nTony's does a nice job - their sauce has a little sweetness and the cheese goes all the way to the edges.\nI want a pizza that feels like a meal, not some skinny thing you need three slices to feel satisfied.\nThe sauce-to-cheese ratio should favor cheese slightly, and the toppings should be generous.\nPizza is family dinner maybe once or twice a month when my wife doesn't feel like cooking.\nWe'll call Tony's and pick it up on the way home from work.\nIt's comfort food that brings the family together around the kitchen table.\nWe don't do fancy dining much out here, so pizza night feels special for the kids.\nBoxes keep things neat and the pizza warm on the drive home from Tony's.\nPizza should be straightforward - no need to overcomplicate the eating process with fancy plates or utensils.\nTony's is affordable and reliable - large pizza feeds our family for under $15.\nDistance can be a factor since we live 10 minutes outside town, but it's not too bad.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text describes pizza as a family dinner that brings everyone together, indicating its role in social settings.",Pizza is family dinner maybe once or twice a month when my wife doesn't feel like cooking.,
14,"I used to eat a lot more pizza when the kids were young - it was an easy dinner solution and they loved it.\nNow that they're grown and moved out, my husband and I rarely order pizza.\nIt's more about the memories and family time than the actual food these days.\nI prefer thin crust now - easier to digest and not as filling.\nLight sauce, not too sweet, with a good tomato flavor.\nModerate amount of cheese, maybe some vegetables like bell peppers or mushrooms.\nNothing too heavy or greasy.\nI've gotten away from meat toppings mostly, though sometimes a little pepperoni is nice.\nThe crust should be crispy but not cracker-thin.\nI want pizza that tastes good but doesn't make me feel sluggish afterward.\nPizza happens maybe once every couple months, usually when we're babysitting the grandkids or having a casual family gathering.\nIt's nostalgic food that reminds me of easier times when the kids were small and pizza night was a weekly tradition.\nWhen we do eat pizza, it's more about the social aspect and memories than satisfying a craving.\nI always transfer pizza to proper plates - eating from boxes feels messy and informal.\nMaybe that's old-fashioned, but I prefer sitting at the table with real dinnerware.\nGood manners matter, even with casual food.\nThe presentation affects my enjoyment of the meal.\nThe main barrier now is that pizza often feels too heavy or rich for my current appetite and digestion.\nWhat I could easily eat at 40 now seems like too much food.\nSometimes I want pizza but know I'll regret it later, so I'll make a lighter dinner instead.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly indicates that pizza is associated with social gatherings and family time, particularly when babysitting the grandkids or during casual family gatherings.","Pizza happens maybe once every couple months, usually when we're babysitting the grandkids or having a casual family gathering.",
15,"Living in Vegas definitely changed my pizza game.\nThis city has everything - New York transplants making authentic thin crust, Chicago spots doing deep dish, California-style places with fancy toppings, even 24-hour pizza for when you're leaving the casino at 3 AM.\nI used to think Domino's was fine, but Vegas has so many options that I started exploring.\nNow I can appreciate different regional styles depending on my mood.\nThe city's diversity exposed me to pizza I never would have tried otherwise.\nPlus, when you're entertaining visitors constantly, you need to know the good spots.\nMy ideal changes based on the situation.\nFor late-night casino food, I want greasy New York-style that hits the spot - thin crust, fold it in half, pepperoni grease dripping down your arm.\nFor entertaining clients or dates, somewhere upscale like PublicUs with fancy toppings and craft beer.\nFor Sunday football, thick crust loaded with meat from Metro Diner.\nVegas taught me that different occasions call for different pizza styles.\nI like having options rather than one 'perfect' slice.\nPizza fits into Vegas lifestyle perfectly - it's available 24/7, travels well, and works for any social situation.\nI probably eat pizza twice a week in different contexts.\nSometimes it's grabbing a quick slice between meetings, other times it's a planned dinner with friends.\nThe city never sleeps and neither does pizza availability, which suits my irregular schedule.\nIn Vegas, presentation varies wildly depending on the place.\nHigh-end spots serve on real plates, dive places give you paper plates or boxes.\nFinding the good local spots takes research.\nThe 24-hour availability is amazing though.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text discusses various social contexts in which pizza is enjoyed, such as entertaining clients or friends, indicating its role in social gatherings.","For entertaining clients or dates, somewhere upscale like PublicUs with fancy toppings and craft beer.",
16,"pizza was just background noise - it was everywhere and I took it for granted.\nholy shit, their pizza was terrible.\nIt made me realize how spoiled I was having real New York pizza on every corner.\nI had this renewed appreciation for what I grew up with.\nI'm kind of a pizza snob about it.\nI judge cities by their pizza quality and most places don't measure up to what's normal here.\nClassic New York slice - thin crust with good char and chew, tangy sauce that's not sweet, low-moisture mozzarella that gets those perfect brown spots.\nThe fold test is essential - it should bend but not break.\nProper grease pools that you dab with a napkin.\nSize matters too - a real slice should be huge and cost around $3.\nI like plain cheese most of the time, maybe pepperoni if I'm feeling fancy.\nPlaces like Joe's or Prince Street Pizza represent the gold standard.\nIt's about simplicity and perfect execution.\nPizza is daily life in NYC.\nI probably eat pizza 4-5 times a week just because it's convenient and good.\nPizza fits the pace of city life perfectly.\nReal NYC pizza comes on paper plates or you eat it standing up.\nThe fold technique is crucial for structural integrity and preventing burns.\nEating pizza with a fork is like drinking wine from a beer bottle.\nThe abundance of options can actually be overwhelming - decision paralysis when you have 15 pizza places within three blocks.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,0.5,"The text discusses the author's frequent consumption of pizza in New York City, indicating its role in daily life and social interactions, but does not explicitly mention pizza being used in social settings or gatherings.",Pizza is daily life in NYC.,
17,"the pizza scene here has improved dramatically in that time.\nit was mostly chains and a few mediocre local places.\nNow Charlotte has some really solid spots like Hawkers Asian Street Food doing interesting fusion pizzas.\nplaces like Inizio doing legit Neapolitan style.\nThe city's growth brought better restaurants, including pizza.\nI've watched my neighborhood transform from chain restaurants to having actual food culture.\nI like a medium-thickness crust with good structure - not too thin but not Chicago thick either.\nBalanced sauce and cheese, maybe 55-45 cheese to sauce.\nI'm a meat person - pepperoni, sausage, sometimes bacon.\nThe crust should have some char but not be burnt.\nCharlotte doesn't really have a signature style, so I appreciate places that do classic approaches well.\nI want pizza that tastes like pizza, not some deconstructed art project.\nSolid, reliable, tasty food without pretension.\nPizza is casual weekend food for my family.\nMaybe twice a month we'll order for dinner when nobody wants to cook.\nIt's easy family food that everyone can agree on.\nPizza represents relaxed family time without formal dining.\nI eat with my hands like a normal person - using utensils for pizza seems unnecessarily formal.\nCost can be a factor with teenagers who eat large quantities - feeding a family with good pizza can hit $40-50.\nSome places are great, others are just okay, and it takes trial and error to figure out what's worth your money.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text discusses pizza as a casual family meal that is enjoyed together, indicating its role in social settings.",Pizza represents relaxed family time without formal dining.,
18,"Going vegan sophomore year of high school completely changed my pizza world.\nI used to be obsessed with pepperoni and extra cheese - total basic pizza girl.\nWhen I went vegan for ethical reasons, I thought I'd have to give up pizza entirely.\nLA's vegan scene is incredible, especially for someone my age who cares about animal rights and climate change.\nPlaces like Cruzer Pizza and Double Zero do amazing vegan cheese that actually melts and tastes good.\nIt forced me to appreciate vegetables as toppings and try combinations I never would have considered before.\nNow I honestly prefer vegan pizza.\nGood vegan cheese is essential - it needs to melt properly and have that stretchy, satisfying texture.\nI love cashew-based mozzarella or the newer oat-based cheeses.\nThin to medium crust, bright tomato sauce, and lots of vegetables - roasted red peppers, arugula, caramelized onions, mushrooms.\nMaybe some vegan sausage or pepperoni for protein.\nLA does amazing California-style pizza with fresh, local vegetables and creative combinations.\nThe crust should be a little charred and chewy.\nI want pizza that's satisfying but also makes me feel good about what I'm eating.\nPizza is social media food and friend hangouts.\nIt's also late-night food after concerts or parties - places like Cruzer stay open late for the younger crowd.\nPizza represents fun, social experiences and ethical eating choices.\nI love when places present vegan pizza beautifully - it helps normalize plant-based eating and shows it's not about deprivation.\nVegan pizza is more expensive, which is tough on a student budget.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly mentions pizza as a social food, particularly in the context of friend hangouts and late-night gatherings after concerts or parties.","Pizza represents fun, social experiences and ethical eating choices.",
19,"Detroit pizza isn't just food, it's cultural identity.\nI grew up on Buddy's and Loui's, thinking that square pizza with crispy cheese edges was normal.\nThen I left for college and discovered the rest of the world calls that 'Sicilian' and acts like New York thin crust is the only real pizza.\nIt made me defensive about our style and proud of what makes Detroit unique.\nThe steel pans, the Wisconsin brick cheese, the sauce on top - it's perfect and I'll fight anyone who says otherwise.\nAuthentic Detroit square - thick, airy crust that's crispy on the bottom from those blue steel pans.\nWisconsin brick cheese that caramelizes and gets crispy edges called 'frico.'\nThe crispy cheese edges are absolutely essential - that's what separates Detroit pizza from regular thick crust.\nPizza is Lions game food, family gatherings, and weekend comfort.\nDuring football season, Buddy's delivery is basically mandatory for watching games.\nIt's also celebration food - promotions, birthdays, good news gets celebrated with Detroit square pizza.\nI probably eat it twice a week, sometimes more during football season.\nIt's social food that brings people together and represents Detroit pride.\nSunday dinner with extended family often includes picking up squares from our favorite spots.\nThe presentation is part of the experience - seeing those perfect squares with caramelized edges.\nI eat it with my hands mostly, though sometimes you need a fork for the really cheesy bites.\nThe biggest barrier is that most places outside Detroit don't make real Detroit-style pizza, even when they claim to.\nThe pans, the cheese, the technique - it all matters.\nCost can be a factor since good Detroit pizza is substantial and priced accordingly.\nDuring economic downturns in the city, some longtime places have struggled or closed, which breaks my heart.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly describes pizza as a central part of social gatherings and celebrations, indicating its role in bringing people together.","Pizza is Lions game food, family gatherings, and weekend comfort.",
20,"Moving to Nashville from small-town Tennessee opened up my pizza world completely.\nNashville's music scene brought people from everywhere, and with them came real pizza culture.\nI discovered places like DeSano doing wood-fired Neapolitan, Folk Pizza with their creative toppings, and even some solid New York-style joints.\nThe city's explosion in the last decade brought legitimate food culture, including pizza.\nI went from thinking pizza was just cheap dinner to understanding it as craft.\nThe diversity here taught me that pizza reflects the people making it.\nI've developed an appreciation for Neapolitan-style since living here - thin, leopard-spotted crust from a wood-fired oven, San Marzano tomatoes, fresh mozzarella, fresh basil.\nThe simplicity lets each ingredient shine.\nBut I also love Nashville's creative scene - places doing hot chicken pizza or incorporating Southern ingredients.\nThe crust should be chewy with good char, sauce should be bright and not too sweet, cheese should be high quality.\nI want pizza that feels both authentic and reflective of where I am.\nPizza fits into Nashville's social scene perfectly.\nPre-gaming before concerts, late-night food after shows on Broadway, casual dates in neighborhoods like East Nashville.\nThe city's nightlife culture and pizza availability align well.\nI eat pizza maybe twice a month, usually in social settings.\nIt's also good hangover food after too many nights out on Music Row.\nPizza represents the casual, welcoming culture that makes Nashville special.\nNashville pizza places range from casual to upscale, so the presentation varies.\nPizza should feel accessible and unpretentious, which matches Nashville's overall personality.\nThe good news is there's lots of variety, but you have to know which places are worth your time and money versus tourist traps.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly describes pizza as a food enjoyed in social settings, such as pre-gaming before concerts and late-night food after shows.",Pizza fits into Nashville's social scene perfectly.,
21,"I've been eating pizza in Boston since the 1960s\npizza was simpler and cheaper\nRegina's, Santarpio's, places like that served working-class neighborhoods\nI've watched pizza become this gourmet food with $25 pies\nI still like the old-school North End style\nI prefer traditional North End style - thin crust with some char, tangy sauce that's not sweet, good mozzarella cheese\nThe crust should have good chew and those nice air bubbles from proper fermentation\nSimple toppings - maybe pepperoni or sausage, but often just cheese is perfect\nI want pizza that tastes like it did in the old neighborhood, made by people who learned from their grandmothers\nNo fancy toppings or fusion nonsense\nPizza is mainly about spending time with family now\nIt's one of the few foods that spans generations\nI rarely eat pizza outside of family occasions\nIt's become more about tradition and memories than regular dining\nI remember when pizza came wrapped in paper from places like Regina's\nUsing utensils seems pretentious and disconnected from pizza's working-class roots\nMany of my old favorite places have closed or changed ownership over the years\nThe North End has become touristy and expensive\nSometimes I want that specific old-school Boston pizza but have to settle for places that aren't quite right\nthe biggest barrier is that pizza culture has moved away from its roots",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text emphasizes the importance of pizza in family gatherings and traditions, indicating its role in social settings.",Pizza is mainly about spending time with family now,
22,"San Antonio's Mexican influence definitely shaped my pizza preferences.\nlots of local places do Tex-Mex pizza - jalape\xf1os, chorizo, queso blanco instead of regular mozzarella.\nPlaces like Dough Pizzeria Napoletana mix traditional techniques with local flavors.\nI learned to appreciate how pizza adapts to regional tastes and ingredients.\nit tastes good but feels incomplete without that little kick of heat or Mexican cheese blend.\nSan Antonio taught me that pizza doesn't have to be Italian to be authentic.\nI love San Antonio-style fusion - medium crust that can handle substantial toppings.\nsauce with a little heat, blend of mozzarella and queso blanco, jalape\xf1os, maybe chorizo or carne asada.\nThe Mexican influence makes it unique.\nI also appreciate straight Neapolitan style when done well.\nThe crust should have good structure and flavor, sauce should complement the toppings, cheese should melt properly.\nI want pizza that reflects where I live while still being recognizably pizza.\nPizza is family food and Spurs game food.\nDuring basketball season, we'll order pizza for watch parties or grab slices before games downtown.\nIt's also easy dinner when both parents are working late - kids always vote for pizza.\nI eat it weekly, either with family or meeting friends after work.\nSan Antonio's casual culture suits pizza perfectly.\nIt's social food that brings people together without pretension.\nCost is sometimes a factor - good pizza for a family can get expensive, especially at the nicer places doing wood-fired or specialty pizzas.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly describes pizza as a food enjoyed during social gatherings, such as watch parties and family dinners, indicating its role in social settings.",Pizza is family food and Spurs game food.,
23,"College completely changed my relationship with pizza.\nIn high school, pizza was Friday night family dinner from Papa John's or maybe Pizza Hut.\nNow as a broke college student, pizza is survival food.\nI've learned to appreciate different styles based on price and convenience.\nLate-night campus spots, cheap lunch slices, splurging on good pizza when I have a little extra money.\nI've tried Columbus places like Harvest and realized what good pizza tastes like.\nI also have deep appreciation for $1 slices that get me through tough weeks.\nCollege taught me pizza serves different purposes.\nMy ideal pizza depends on my budget honestly.\nWhen I can afford it, I love thin crust with fresh ingredients.\nBut day-to-day, I'm happy with basic campus pizza.\nI've learned to appreciate both ends of the spectrum.\nSometimes you want craft pizza, sometimes you just need calories that taste good and cost under $5.\nPizza is study fuel, late-night food, and social currency in college.\nStudy groups always order pizza, it's what you eat during all-nighters.\nI probably eat pizza 3-4 times a week in different contexts.\nPizza fits perfectly into chaotic college schedules and budgets.\nCampus pizza usually comes in basic boxes or on paper plates.\nMoney is the biggest barrier.\nBeing a student means constantly weighing hunger against budget.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text clearly describes pizza as a common food choice during study groups and all-nighters, indicating its role in social settings among college students.","Study groups always order pizza, it's what you eat during all-nighters.",
24,"Pizza's never been a huge part of my life out here in rural Nebraska.\nWe didn't have access to much variety growing up, and that hasn't changed much.\nCasey's gas station makes decent pizza, and there's a Pizza Hut about 20 minutes away in the bigger town.\nI've tried pizza in Omaha when visiting family, but honestly, I don't see what all the fuss is about.\nGive me a good home-cooked meal any day.\nPizza is fine occasionally, but it's not something I crave or think about much.\nMy tastes are pretty simple and haven't really evolved.\nI like basic pizza - regular crust, tomato sauce, cheese, maybe pepperoni.\nCasey's does a surprisingly good job for a gas station.\nThe crust should taste like bread, sauce like tomatoes, cheese should be melted.\nI don't need fancy ingredients or unusual toppings.\nKeep it simple and recognizable.\nThick enough to be filling but not so thick it's all bread.\nNothing too greasy or complicated.\nPizza happens maybe once a month, usually when we're having family over or need something easy for a church event.\nSometimes we'll grab Casey's pizza when we're in town running errands.\nIt's convenience food more than anything else.\nI don't really seek out pizza - it's just there when we need something quick and easy that everyone will eat.\nDistance is the main barrier - we're pretty far from most pizza places, so it's not convenient for spontaneous cravings.\nMostly we just don't think about pizza much - there are other foods we prefer that are easier to make at home.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text mentions pizza being used during family gatherings and church events, indicating its role in social settings.","Pizza happens maybe once a month, usually when we're having family over or need something easy for a church event.",
25,"Moving to Seattle from the Midwest opened my eyes to Pacific Northwest pizza culture.\nSeattle has this amazing artisan pizza scene with places like Delancey and Via Tribunali doing wood-fired Neapolitan.\nI learned to appreciate pizza as craft rather than just casual food.\nI love Seattle's approach to high-quality, locally-sourced pizza.\nWood-fired crust with good char and chew, San Marzano tomatoes or local tomato sauce, fresh mozzarella.\nThe crust should be Neapolitan-style but Seattle places often make it slightly heartier to suit local tastes.\nI appreciate the farm-to-table approach many places take here.\nPizza fits into Seattle's casual dining culture perfectly.\nMeeting friends at breweries that serve pizza, date nights at neighborhood spots.\nThe city's outdoor lifestyle means pizza is often post-adventure food.\nSeattle's food scene makes pizza feel like part of a broader culinary exploration rather than just quick dinner.\nSeattle pizza places often have nice presentation - real plates, good atmosphere, craft beer pairings.\nI eat with my hands unless it's particularly upscale or structurally challenging.\nThe city's food culture values the complete dining experience.\nSeattle pizza can be expensive - artisan places charge $20-25 for personal pizzas.\nThe high cost of living extends to food prices.\nQuality is generally high but you pay for it.\nSometimes I want casual, cheap pizza but most places here lean toward the upscale end.\nRain occasionally affects outdoor dining, but most places have good indoor seating.\nThe biggest barrier is probably cost relative to portion size.",11dba917-28e8-48d6-8225-50ef702d337b,Pizza as Social Food,Does the text mention pizza being used in social settings or gatherings?,1.0,"The text discusses pizza in the context of social activities such as meeting friends at breweries and date nights, indicating its role in social settings.","Meeting friends at breweries that serve pizza, date nights at neighborhood spots.",
